Name,Type,Level,Race,Attribute,ATK,DEF,LCK,Release_date,Rare
Double Snare,Spell Card,,Normal,,,,6.85,21/10/2009,False
Dark Cure,Trap Card,,Continuous,,,,1.8,18/09/2008,True
Shaddoll Beast,Flip Effect Monster,5,Spellcaster,DARK,2200,1700,8.21,20/07/2019,True
Water Element,Normal Monster,3,Aqua,WATER,900,700,5.89,16/11/2010,False
Naturia Sacred Tree,Trap Card,,Continuous,,,,7.09,20/10/2010,True
D.D. Scout Plane,Effect Monster,2,Machine,DARK,800,1200,2.23,09/08/2012,False
Indiora Doom Volt the Cubic Emperor,Effect Monster,4,Fairy,LIGHT,0,0,6.99,26/11/2012,False
Rampaging Rhynos,Effect Monster,3,Beast-Warrior,EARTH,1500,1500,9.11,30/04/2013,False
Slot Machine,Normal Monster,7,Machine,DARK,2000,2300,8.4,13/05/2001,False
Monk Fighter,Effect Monster,3,Rock,EARTH,1300,1000,6.28,25/09/2010,False
Skypalace Gangaridai,XYZ Monster,10,Machine,WIND,3400,3000,5.82,23/07/2015,True
Seven Tools of the Bandit,Trap Card,,Counter,,,,1.87,10/02/2020,True
Gravekeeper's Visionary,Effect Monster,8,Spellcaster,DARK,2000,1800,7.7,07/05/2000,True
Fluffal Bear,Effect Monster,3,Fairy,EARTH,1200,800,0.23,22/09/2001,True
TGX3-DX2,Trap Card,,Normal,,,,6.71,10/07/2014,False
Psychic Tuning,Trap Card,,Continuous,,,,2.15,28/04/2019,False
Super Vehicroid - Stealth Union,Fusion Monster,9,Machine,EARTH,3600,3000,0.64,14/12/1999,True
Absorbing Jar,Flip Effect Monster,3,Rock,EARTH,600,500,4.13,10/04/2007,True
The Tripper Mercury,Effect Monster,8,Aqua,WATER,2000,2000,8.86,27/10/2014,False
Magical Reflect Slime,Gemini Monster,3,Aqua,WATER,700,1200,0.15,26/08/2012,False
Felgrand Dragon,Effect Monster,8,Dragon,LIGHT,2800,2800,3.08,10/06/2009,True
Flower Cardian Boardefly,Synchro Monster,6,Warrior,DARK,2000,2000,7.8,21/06/2011,False
Greed Grado,Spell Card,,Quick-Play,,,,1.36,25/06/2010,True
Lucky Trinket,Normal Monster,2,Spellcaster,LIGHT,600,800,7.83,05/01/2005,False
Lavalval Ignis,XYZ Monster,3,Warrior,FIRE,1800,1400,0.4,22/09/2005,False
Hieratic Dragon of Eset,Effect Monster,5,Dragon,LIGHT,1900,1200,9.32,25/11/2003,False
Change of Heart,Spell Card,,Normal,,,,3.27,10/10/2017,False
Shapesnatch,Normal Monster,5,Machine,DARK,1200,1700,7.53,01/05/2010,False
Ninja Grandmaster Sasuke,Effect Monster,4,Warrior,LIGHT,1800,1000,5.42,21/01/2016,True
Island Turtle,Normal Monster,4,Aqua,WATER,1100,2000,1.11,23/05/2000,False
Evilswarm Salamandra,Effect Monster,4,Dinosaur,DARK,1850,950,5.51,28/07/2010,False
Zombie World,Spell Card,,Field,,,,4.33,23/06/2003,True
Blackwing - Aurora the Northern Lights,Effect Monster,10,Winged Beast,LIGHT,0,0,6.03,21/05/2006,False
The Second Sarcophagus,Spell Card,,Continuous,,,,8.88,02/04/1999,False
Performage Stilts Launcher,Effect Monster,6,Spellcaster,EARTH,2200,0,9.45,26/05/2014,False
Chaos Infinity,Trap Card,,Normal,,,,0.49,25/05/2017,False
G.B. Hunter,Effect Monster,4,Warrior,EARTH,1200,2000,2.84,08/02/2006,True
Djinn Prognosticator of Rituals,Effect Monster,3,Fiend,DARK,400,300,7.91,11/06/2019,True
Zoodiac Ramram,Effect Monster,4,Beast-Warrior,EARTH,400,2000,9.46,20/10/2015,False
Goblin Fan,Trap Card,,Continuous,,,,3.11,27/12/2005,True
Cyber Laser Dragon,Effect Monster,7,Machine,LIGHT,2400,1800,2.68,02/02/2005,False
Cards for Black Feathers,Spell Card,,Normal,,,,3.33,14/04/2003,False
Raigeki Break,Trap Card,,Normal,,,,8.79,24/09/2000,True
Ancient Pixie Dragon,Synchro Monster,7,Dragon,DARK,2100,3000,1.37,15/03/2012,False
Queen of Autumn Leaves,Normal Monster,5,Plant,EARTH,1800,1500,6.44,25/12/2013,False
"Eco, Mystical Spirit of the Forest",Effect Monster,4,Plant,EARTH,1700,1000,9.88,04/12/2001,False
Trap Hole,Trap Card,,Normal,,,,6.74,04/08/2003,False
Shrine of Mist Valley,Spell Card,,Field,,,,7.48,20/05/2013,True
Mistaken Arrest,Spell Card,,Quick-Play,,,,2.69,20/04/2007,True
Psi-Station,Spell Card,,Continuous,,,,6.35,19/10/2004,True
Performapal Turn Toad,Pendulum Effect Monster,2,Aqua,WATER,0,800,2.42,16/10/2004,False
Mermaid Archer,Effect Monster,3,Sea Serpent,WATER,1200,200,2.78,12/02/2015,True
Gladiator Beast Hoplomus,Effect Monster,4,Rock,EARTH,700,2100,9.5,03/08/2013,False
Spell Economics,Spell Card,,Continuous,,,,8.76,23/11/2014,False
Kiseitai,Effect Monster,2,Fiend,DARK,300,800,4.25,04/04/2013,True
Splendid Rose,Synchro Monster,6,Plant,WIND,2200,2000,0.04,20/01/2007,True
Shiranui Style Swallow's Slash,Trap Card,,Normal,,,,4.95,22/01/2010,False
Scrap Recycler,Effect Monster,3,Machine,EARTH,900,1200,7.9,25/04/2013,True
"Sophia, Goddess of Rebirth",Effect Monster,11,Fairy,DARK,3600,3400,1.06,10/08/2001,True
Newdoria,Effect Monster,4,Fiend,DARK,1200,800,5.41,26/04/2011,True
Chronomaly City Babylon,Spell Card,,Field,,,,1.48,05/11/2015,True
Zoodiac Bunnyblast,Effect Monster,4,Beast-Warrior,EARTH,800,800,9.42,04/08/2001,False
Familiar-Possessed - Hiita,Effect Monster,4,Spellcaster,FIRE,1850,1500,3.97,03/02/2020,False
Leo Wizard,Normal Monster,5,Spellcaster,EARTH,1350,1200,7.27,05/07/2002,True
The Dragon Dwelling in the Deep,Effect Monster,4,Sea Serpent,WATER,1700,1400,1.95,01/02/2012,False
Mecha Phantom Beast Blackfalcon,Effect Monster,4,Machine,WIND,1200,1700,8.87,29/05/2020,True
M-X-Saber Invoker,XYZ Monster,3,Warrior,EARTH,1600,500,5.96,09/12/2012,True
Drastic Drop Off,Trap Card,,Counter,,,,3.25,13/01/2001,False
Ancient Gear Explosive,Spell Card,,Normal,,,,4.05,15/06/2020,False
Qlimate Change,Trap Card,,Normal,,,,7.07,28/02/2012,True
Venom Burn,Trap Card,,Normal,,,,8.45,11/04/2014,False
SPYRAL GEAR - Drone,Effect Monster,1,Machine,WIND,100,100,1.81,13/09/2011,True
Prepare to Strike Back,Trap Card,,Continuous,,,,6.23,07/08/2011,False
Yellow Luster Shield,Spell Card,,Continuous,,,,3.89,05/06/2007,True
Meklord Emperor Granel,Effect Monster,1,Machine,EARTH,0,0,1.66,04/05/2007,True
Xyz Territory,Spell Card,,Field,,,,8.56,25/06/2007,False
Battlin' Boxer Counterpunch,Effect Monster,3,Warrior,FIRE,0,1100,3.07,10/11/2007,True
Roaring Earth,Trap Card,,Continuous,,,,0.88,10/10/2018,True
Lion Alligator,Effect Monster,4,Reptile,WATER,1900,200,7.24,20/01/2020,False
Dark Energy,Spell Card,,Equip,,,,6.39,28/02/2001,False
Imperion Magnum the Superconductive Battlebot,Fusion Monster,10,Rock,EARTH,4000,4000,3.36,06/09/2019,True
Tyrant's Temper,Trap Card,,Continuous,,,,5.52,20/03/2015,True
Card Guard,Effect Monster,4,Fiend,DARK,1600,500,8.62,03/05/2019,False
Lightray Gearfried,Effect Monster,8,Warrior,LIGHT,2800,2200,8.12,24/07/2016,True
Molten Zombie,Effect Monster,4,Pyro,FIRE,1600,400,2.1,13/09/2003,False
Magnetic Field,Spell Card,,Field,,,,0.5,29/06/2016,True
Evilswarm Kerykeion,Effect Monster,4,Spellcaster,DARK,1600,1550,4.91,21/12/2011,False
Yubel - Terror Incarnate,Effect Monster,11,Fiend,DARK,0,0,4.48,19/10/2014,True
"Michael, the Arch-Lightsworn",Synchro Monster,7,Dragon,LIGHT,2600,2000,0.17,01/08/2017,False
Superheavy Samurai Soulfire Suit,Effect Monster,2,Machine,FIRE,800,800,3.94,01/03/2012,False
Chimera the Flying Mythical Beast,Fusion Monster,6,Beast,WIND,2100,1800,7.74,29/08/2017,False
Performage Flame Eater,Effect Monster,4,Spellcaster,FIRE,1200,1600,9.99,26/03/2016,False
"Sauravis, the Ancient and Ascended",Ritual Effect Monster,7,Dragon,LIGHT,2600,2800,6.65,13/01/2007,True
Constellar Tempest,Spell Card,,Continuous,,,,6.95,27/11/2000,True
Performance of Sword,Ritual Monster,6,Warrior,EARTH,1950,1850,9.19,29/12/2016,True
Omega Goggles,Spell Card,,Equip,,,,7.18,02/04/2002,True
Call of the Mummy,Spell Card,,Continuous,,,,3.63,21/09/2016,False
Judgment of the Desert,Trap Card,,Continuous,,,,5.73,18/11/2018,False
Spirit of the Pot of Greed,Effect Monster,1,Fairy,LIGHT,100,100,0.4,13/06/2020,True
Shaddoll Core,Trap Card,,Continuous,,,,6.79,14/10/2012,True
Genex Undine,Effect Monster,3,Aqua,WATER,1200,600,1.74,30/04/2014,True
Necro Gardna,Effect Monster,3,Warrior,DARK,600,1300,4.35,28/10/2019,True
Souls of the Forgotten,Normal Monster,2,Fiend,DARK,900,200,4.76,10/05/2008,True
Chaos Burst,Trap Card,,Normal,,,,0.5,26/10/2017,True
Mobius the Frost Monarch,Effect Monster,6,Aqua,WATER,2400,1000,6.06,11/10/2005,True
Mountain Warrior,Normal Monster,3,Beast-Warrior,EARTH,600,1000,9.08,09/12/2011,False
Shaddoll Hedgehog,Flip Effect Monster,3,Spellcaster,DARK,800,200,5.58,19/06/2019,False
Informer Spider,Effect Monster,4,Insect,EARTH,500,1800,0.54,29/04/2011,True
Buster Gundil the Cubic Behemoth,Effect Monster,4,Beast,LIGHT,0,0,0.5,26/10/2017,False
Prediction Princess Astromorrigan,Flip Effect Monster,3,Fairy,DARK,1300,0,4.92,17/07/2019,True
Submersible Carrier Aero Shark,XYZ Monster,3,Fish,WATER,1900,1000,2.99,11/09/2001,True
Stellarnova Wave,Trap Card,,Continuous,,,,6.08,21/06/2020,False
Spiritual Light Art - Hijiri,Trap Card,,Normal,,,,0.47,28/10/2016,True
Aroma Garden,Spell Card,,Field,,,,3.3,02/07/2002,True
Battle Tuned,Spell Card,,Quick-Play,,,,2.52,18/10/2010,False
Battle Ox,Normal Monster,4,Beast-Warrior,EARTH,1700,1000,5.53,08/12/2001,True
Dinomist Spinos,Pendulum Effect Monster,5,Machine,WATER,2500,1800,3.24,25/02/2020,False
Neos Wiseman,Effect Monster,10,Spellcaster,LIGHT,3000,3000,8.88,31/08/2016,True
Elemental HERO Marine Neos,Fusion Monster,8,Warrior,WATER,2800,2300,7.49,29/02/2000,False
Galaxy Cyclone,Spell Card,,Normal,,,,0.47,31/05/2000,True
Majespecter Gust,Trap Card,,Normal,,,,6.87,30/09/1999,True
Amulet of Ambition,Spell Card,,Equip,,,,1.28,03/07/2019,True
Red-Eyes Zombie Dragon,Effect Monster,7,Zombie,DARK,2400,2000,6.63,28/01/2010,False
Super-Nimble Mega Hamster,Flip Effect Monster,4,Beast,EARTH,1100,1800,9.46,18/10/2015,True
Vylon Ohm,Effect Monster,4,Fairy,LIGHT,1500,200,1.19,30/10/2020,False
Cameraclops,Effect Monster,4,Warrior,LIGHT,1400,1600,8.38,03/11/2015,False
Zefra Path,Spell Card,,Continuous,,,,4.42,14/01/2017,True
Jowls of Dark Demise,Flip Effect Monster,2,Fiend,WATER,200,100,6.95,04/03/2011,False
Skull Mariner,Normal Monster,4,Warrior,WATER,1600,900,6.91,10/07/2008,True
Evilswarm Obliviwisp,Effect Monster,4,Pyro,DARK,450,2050,2.52,30/05/2012,False
Elemental HERO Neo Bubbleman,Effect Monster,4,Warrior,WATER,800,1200,5.65,12/01/2011,False
Transmodify,Spell Card,,Normal,,,,5.09,31/10/2019,True
Chronomaly Tula Guardian,Effect Monster,5,Rock,EARTH,1800,900,9.33,15/06/2018,False
Revived King Ha Des,Synchro Monster,6,Zombie,DARK,2450,0,8.85,23/10/2003,False
Mystical Space Typhoon,Spell Card,,Quick-Play,,,,9.13,21/12/2015,True
Dragoncarnation,Trap Card,,Normal,,,,9.86,23/06/1999,False
Evo-Force,Spell Card,,Normal,,,,7.7,27/11/2020,False
Battlin' Boxer Glassjaw,Effect Monster,4,Warrior,FIRE,2000,0,0.4,07/03/2001,True
Steam Gyroid,Fusion Monster,6,Machine,EARTH,2200,1600,1.42,09/07/2000,False
Sword of the Soul-Eater,Spell Card,,Equip,,,,4.67,18/10/2008,False
Cyber Dragon Zwei,Effect Monster,4,Machine,LIGHT,1500,1000,6.14,03/10/2001,False
Darkfire Soldier 1,Normal Monster,4,Pyro,FIRE,1700,1150,7.93,11/05/2006,True
Black Luster Soldier,Ritual Monster,8,Warrior,EARTH,3000,2500,4.31,13/01/2016,False
Headless Knight,Normal Monster,4,Fiend,EARTH,1450,1700,2.18,09/04/2016,False
Warrior Lady of the Wasteland,Effect Monster,4,Warrior,EARTH,1100,1200,0.86,05/01/2007,False
Blazing Inpachi,Normal Monster,4,Pyro,FIRE,1850,0,3.6,05/11/2010,False
Jurrac Impact,Trap Card,,Normal,,,,2.41,07/05/2010,False
Flower Cardian Cherry Blossom with Curtain,Effect Monster,3,Warrior,DARK,2000,2000,7.15,04/11/2017,True
Cyclon Laser,Spell Card,,Equip,,,,8.92,08/02/2008,True
"Scarr, Scout of Dark World",Effect Monster,2,Fiend,DARK,500,500,7.71,17/10/2010,True
Majespecter Cat - Nekomata,Pendulum Effect Monster,3,Spellcaster,WIND,100,1800,5.09,04/10/2018,True
Counselor Lily,Tuner Monster,3,Fairy,EARTH,400,1500,8.56,17/02/2014,True
Wattberyx,Tuner Monster,3,Thunder,LIGHT,300,0,2.07,20/11/2005,True
Machina Fortress,Effect Monster,7,Machine,EARTH,2500,1600,0.91,18/12/2017,True
Exchange,Spell Card,,Normal,,,,3.33,28/10/2000,False
Dark Illusion,Trap Card,,Counter,,,,5.6,09/02/2012,False
Scrap Crash,Trap Card,,Normal,,,,9.82,16/10/2008,True
Samsara Lotus,Effect Monster,1,Plant,DARK,0,0,5.85,02/10/2000,False
Humanoid Worm Drake,Fusion Monster,7,Aqua,WATER,2200,2000,2.62,01/06/2009,False
D.D. Trap Hole,Trap Card,,Normal,,,,8.23,13/08/2008,False
Tuner's Barrier,Trap Card,,Normal,,,,7.74,24/11/2018,True
Destruction Punch,Trap Card,,Normal,,,,1.78,07/09/1999,False
Flying Penguin,Normal Monster,4,Aqua,WATER,1200,1000,0.07,17/07/2019,False
Hannibal Necromancer,Effect Monster,4,Spellcaster,DARK,1400,1800,1.41,28/03/2011,False
Splendid Venus,Effect Monster,8,Fairy,LIGHT,2800,2400,0.56,10/10/2007,False
Storming Mirror Force,Trap Card,,Normal,,,,5.72,29/06/2012,True
Performapal Revival,Trap Card,,Normal,,,,3.33,26/01/2000,True
The Hidden City,Spell Card,,Field,,,,3.91,04/09/2014,True
Thousand Energy,Spell Card,,Normal,,,,4.22,12/10/2006,True
A Rival Appears!,Trap Card,,Normal,,,,4.25,03/09/2010,False
Soul Release,Spell Card,,Normal,,,,7.53,16/07/2006,False
Weeping Idol,Effect Monster,2,Rock,DARK,0,500,0.04,27/02/2015,False
Creation Resonator,Tuner Monster,3,Fiend,WIND,800,600,8.24,23/04/2005,False
Strike of the Monarchs,Spell Card,,Quick-Play,,,,2.27,03/07/2011,False
Koa'ki Meiru Ghoulungulate,Effect Monster,5,Zombie,EARTH,2500,1700,6.99,10/12/2017,True
Bujingi Turtle,Effect Monster,4,Beast,LIGHT,1700,1200,1.16,10/03/2013,True
Gazelle the King of Mythical Beasts,Normal Monster,4,Beast,EARTH,1500,1200,1.34,07/04/2011,False
Toon Briefcase,Trap Card,,Normal,,,,6.28,08/11/2007,True
Vanity's Emptiness,Trap Card,,Continuous,,,,6.03,19/02/2007,True
Arcana Force EX - The Light Ruler,Effect Monster,10,Fairy,LIGHT,4000,4000,8.16,09/07/2013,True
Queen's Double,Effect Monster,1,Warrior,EARTH,350,300,7.18,05/01/2020,False
Shopina the Melodious Maestra,Effect Monster,7,Fairy,LIGHT,2300,1700,7.13,28/01/2009,False
Double Payback,Trap Card,,Continuous,,,,2.87,16/07/2000,True
The Gift of Greed,Trap Card,,Normal,,,,5.73,15/09/2012,False
Raidraptor - Fuzzy Lanius,Effect Monster,4,Winged Beast,DARK,500,1500,9.58,27/04/2018,False
Mimiclay,Spell Card,,Normal,,,,0.16,29/05/2013,False
The World Tree,Spell Card,,Continuous,,,,4.37,24/12/2011,True
Gladiator Beast Murmillo,Effect Monster,3,Fish,WATER,800,400,0.32,16/07/2010,False
Reversal Quiz,Spell Card,,Normal,,,,3.74,21/09/2003,False
XX-Saber Boggart Knight,Effect Monster,4,Beast-Warrior,EARTH,1900,1000,8.19,20/01/2014,False
"Uria, Lord of Searing Flames",Effect Monster,10,Pyro,FIRE,0,0,0.5,27/08/2007,False
Doomkaiser Dragon,Synchro Monster,6,Zombie,FIRE,2400,1500,8.57,07/06/2020,True
Magical Exemplar,Effect Monster,4,Spellcaster,EARTH,1700,1400,7.47,03/05/2008,True
Paladin of Felgrand,Effect Monster,4,Warrior,LIGHT,1700,300,9.19,09/08/2004,False
Frightfur Fusion,Spell Card,,Normal,,,,7.1,09/07/2018,True
Beaked Snake,Normal Monster,3,Reptile,EARTH,800,900,6.96,17/11/2019,False
Emissary of the Oasis,Effect Monster,3,Spellcaster,LIGHT,600,400,0.26,18/07/2016,False
Bubonic Vermin,Flip Effect Monster,3,Beast,EARTH,900,600,8.43,02/02/2010,True
At One With the Sword,Trap Card,,Normal,,,,4.41,08/07/2011,False
Mazera DeVille,Effect Monster,8,Fiend,DARK,2800,2300,7.08,15/01/2002,False
Malfunction,Trap Card,,Counter,,,,5.26,23/05/2013,True
Turbo Rocket,Tuner Monster,2,Machine,WIND,0,0,7.1,19/02/2016,False
Fluffal Mouse,Effect Monster,1,Fairy,EARTH,100,100,6.83,15/03/2003,False
Geargiagear,Trap Card,,Normal,,,,8.91,17/11/2013,False
Arcana Knight Joker,Fusion Monster,9,Warrior,LIGHT,3800,2500,5.09,05/04/2005,True
Arcana Knight Joker,Fusion Monster,9,Warrior,LIGHT,3800,2500,7.63,01/08/2001,True
Red-Eyes Fusion,Spell Card,,Normal,,,,1.17,20/11/2011,False
Fighting Spirit,Spell Card,,Equip,,,,3.16,31/07/2012,True
"Brron, Mad King of Dark World",Effect Monster,4,Fiend,DARK,1800,400,8.56,03/08/2019,True
R-Genex Turbo,Effect Monster,4,Machine,WIND,1500,1300,6.91,27/05/2003,False
Do a Barrel Roll,Trap Card,,Counter,,,,6.15,05/10/2009,True
Amorphage Pride,Pendulum Effect Monster,4,Dragon,EARTH,1750,0,0.43,13/12/2003,False
The Wicked Worm Beast,Effect Monster,3,Beast,EARTH,1400,700,7.58,29/10/2013,False
Burglar,Normal Monster,3,Beast,EARTH,850,800,6.99,18/11/2004,False
Koa'ki Meiru Boulder,Effect Monster,4,Rock,EARTH,1200,1000,2.35,11/11/2015,False
DZW - Chimera Clad,Effect Monster,1,Fiend,DARK,0,0,0.35,04/12/2017,True
Rapid-Fire Magician,Effect Monster,4,Spellcaster,DARK,1600,1200,0.05,15/10/2017,False
Miracle Dig,Spell Card,,Normal,,,,8.99,04/11/2002,True
Dawn Knight,Effect Monster,4,Warrior,LIGHT,1400,1200,9.32,09/03/2007,True
Brotherhood of the Fire Fist - Bear,Effect Monster,4,Beast-Warrior,FIRE,1600,1200,1.16,24/05/2014,True
Eldeen,Normal Monster,3,Spellcaster,LIGHT,950,1000,0.24,28/12/2017,True
Gaia The Fierce Knight,Normal Monster,7,Warrior,EARTH,2300,2100,8.95,30/07/2017,False
Gaia The Fierce Knight,Normal Monster,7,Warrior,EARTH,2300,2100,6.2,03/10/2000,True
Emblem of Dragon Destroyer,Spell Card,,Normal,,,,1.26,18/01/2007,True
Cyber Commander,Normal Monster,2,Machine,DARK,750,700,0.27,02/07/2012,False
El Shaddoll Fusion,Spell Card,,Quick-Play,,,,6.96,14/09/2017,False
Infected Mail,Spell Card,,Continuous,,,,5.47,29/11/2007,True
Kaiser Sea Snake,Effect Monster,8,Sea Serpent,WATER,2500,1000,3.04,24/06/2000,True
Amazoness Shamanism,Trap Card,,Normal,,,,7.59,17/01/2008,False
Wroughtweiler,Effect Monster,3,Machine,EARTH,800,1200,9.92,25/08/2000,True
"Radius, the Half-Moon Dragon",Effect Monster,4,Dragon,LIGHT,1400,1200,0.3,18/07/1999,False
Traptrix Rafflesia,XYZ Monster,4,Plant,EARTH,300,2500,5.37,10/02/2018,False
Spiritual Water Art - Aoi,Trap Card,,Normal,,,,5.29,10/10/2019,False
Izanagi,Effect Monster,6,Fairy,WIND,2200,1000,4.54,17/03/2019,True
Thermal Genex,Synchro Monster,8,Machine,FIRE,2400,1200,7.86,01/11/2011,False
Onomatopaira,Spell Card,,Normal,,,,1.87,14/04/2006,False
"Blaze Fenix, the Burning Bombardment Bird",Fusion Monster,8,Pyro,FIRE,2800,2300,6.95,30/10/2000,True
Fog King,Effect Monster,7,Spellcaster,WATER,0,0,2.91,14/07/2018,False
Beautunaful Princess,Effect Monster,1,Fish,WATER,0,0,1.21,10/12/2012,False
Beginning Knight,Effect Monster,4,Warrior,LIGHT,500,2000,5.8,30/08/2018,True
Frostosaurus,Normal Monster,6,Dinosaur,WATER,2600,1700,7.15,29/05/1999,True
Spikeshield with Chain,Trap Card,,Normal,,,,8.65,23/02/2007,True
Ultimate Fire Formation - Seito,Trap Card,,Normal,,,,6.42,27/07/2003,False
Skull Lair,Trap Card,,Continuous,,,,1.99,08/10/2002,True
Seiyaryu,Normal Monster,7,Dragon,LIGHT,2500,2300,2.16,02/12/2007,False
Teleport,Spell Card,,Continuous,,,,7.24,29/03/2013,False
Half Counter,Trap Card,,Normal,,,,5.37,18/07/2007,True
The Great Emperor Penguin,Effect Monster,5,Aqua,WATER,1800,1500,8.4,10/01/2020,True
Barox,Fusion Monster,5,Fiend,DARK,1380,1530,10,25/11/2014,False
Super-Ancient Dinobeast,Effect Monster,8,Dinosaur,EARTH,2700,1400,2.48,07/12/2007,False
A Deal with Dark Ruler,Spell Card,,Quick-Play,,,,4.7,29/04/2007,False
Return of the Dragon Lords,Spell Card,,Normal,,,,1.32,17/10/2009,True
Success Probability 0%,Trap Card,,Normal,,,,3.57,23/06/2009,True
Phantom King Hydride,Tuner Monster,3,Fiend,DARK,1500,300,6,15/11/2007,True
Power Breaker,Effect Monster,4,Warrior,EARTH,1900,0,4.6,12/06/2015,True
Harpie's Pet Baby Dragon,Effect Monster,4,Dragon,WIND,1200,600,9.98,09/07/2000,True
Schwarzschild Limit Dragon,Effect Monster,8,Dragon,DARK,2000,0,6.59,11/11/2007,False
Shadow Toon,Spell Card,,Normal,,,,0.85,04/06/2010,True
Dark Scorpion - Cliff the Trap Remover,Effect Monster,3,Warrior,DARK,1200,1000,9.09,27/05/2019,False
Woodland Sprite,Effect Monster,3,Plant,EARTH,900,400,1.31,29/08/2016,False
Insect Soldiers of the Sky,Effect Monster,3,Insect,WIND,1000,800,4,22/07/2016,False
Power Giant,Effect Monster,6,Rock,EARTH,2200,0,6.13,26/02/2018,True
Factory of 100 Machines,Spell Card,,Quick-Play,,,,8.86,01/10/2000,True
Card of the Soul,Spell Card,,Normal,,,,7.72,14/12/2003,False
Next to be Lost,Trap Card,,Normal,,,,4.76,13/03/2016,False
Express Train Trolley Olley,Effect Monster,4,Machine,EARTH,1800,1000,3.8,17/05/2000,False
Magician's Rod,Effect Monster,3,Spellcaster,DARK,1600,100,3.23,06/08/2018,True
Hane-Hane,Flip Effect Monster,2,Beast,EARTH,450,500,6.15,18/03/2000,True
Torrential Reborn,Trap Card,,Normal,,,,5.07,14/11/1999,True
Crystal Beast Sapphire Pegasus,Effect Monster,4,Beast,WIND,1800,1200,1.41,03/10/2012,True
"Lector Pendulum, the Dracoverlord",Pendulum Effect Monster,4,Dragon,DARK,1950,0,6.74,28/08/2001,True
Umbral Horror Ghoul,Effect Monster,4,Fiend,DARK,1800,0,7.66,24/11/2006,False
Field Barrier,Spell Card,,Continuous,,,,8.84,25/06/2012,False
Bait Doll,Spell Card,,Normal,,,,6.93,20/10/2010,False
Toon Ancient Gear Golem,Toon Monster,8,Machine,EARTH,3000,3000,5.17,23/11/2008,False
Armor Exe,Effect Monster,4,Rock,LIGHT,2400,1400,3.07,10/12/2019,True
"Aurkus, Lightsworn Druid",Effect Monster,3,Beast-Warrior,LIGHT,1200,1800,7.5,18/06/2003,True
Chocolate Magician Girl,Effect Monster,4,Spellcaster,WATER,1600,1000,7.68,03/11/2019,False
Metal Shooter,Effect Monster,5,Machine,LIGHT,800,800,7.38,20/07/2017,True
Mon Larvas,Normal Monster,4,Beast,EARTH,1300,1400,1.43,29/07/2008,False
Curse of Dragonfire,Effect Monster,5,Dragon,DARK,2000,1500,7.33,24/07/2010,False
Koalo-Koala,Fusion Monster,6,Beast,EARTH,2800,200,8.96,12/02/2012,False
Infernity Beast,Effect Monster,3,Beast,DARK,1600,1200,4.07,31/01/2007,False
Performapal Life Swordsman,Effect Monster,1,Warrior,LIGHT,0,0,7.54,24/08/2020,True
Abyss Actor - Twinkle Littlestar,Pendulum Effect Monster,4,Fiend,DARK,1000,1000,5.5,01/09/2015,False
Naturia Pineapple,Effect Monster,2,Plant,EARTH,100,100,7.24,08/03/2000,True
Amorphage Greed,Pendulum Effect Monster,4,Dragon,EARTH,0,1950,6.26,19/01/2020,False
Mechanicalchaser,Normal Monster,4,Machine,DARK,1850,800,1.42,28/01/2019,True
Metallizing Parasite - Lunatite,Union Effect Monster,7,Aqua,WATER,1000,500,8.22,24/03/2016,False
Goyo Guardian,Synchro Monster,6,Warrior,EARTH,2800,2000,0.21,20/04/2019,True
Chewbone,Flip Effect Monster,3,Zombie,EARTH,300,300,4.43,13/04/2011,False
Chewbone Jr. Token,Token,,Zombie,,,,7.98,21/02/2004,False
Brilliant Fusion,Spell Card,,Continuous,,,,0.47,07/08/2006,True
Extra Gate,Spell Card,,Quick-Play,,,,9.76,18/08/2020,False
Dynatherium,Effect Monster,4,Beast,WIND,1600,600,3.3,11/07/2014,False
Noble Arms of Destiny,Spell Card,,Equip,,,,2.95,31/08/2003,False
